"energy","tempo","danceability","playlist_genre","loudness","liveness","valence","track_artist","time_signature","speechiness","track_name","instrumentalness","key","acousticness","playlist_subgenre","song_id"
"715","155925","315","pop","-8072","942","497","The Goo Goo Dolls","3","362","Iris","0,000797","11","125","soft","811"
"5","117896","664","pop","-6935","966","801","Noah Kahan","4","651","Stick Season","0","9","799","soft","812"
"28","72795","612","pop","-8648","88","387","Bruno Mars","4","434","When I Was Your Man","0","0","932","soft","813"
"663","12107","6","pop","-5802","119","286","One Direction","4","477","Story of My Life","0","3","225","soft","814"
"537","122769","445","pop","-8532","944","131","Tom Odell","4","4","Another Love","0,00165","4","695","soft","815"
"635","103019","617","pop","-6769","164","446","The Chainsmokers, Coldplay","4","317","Something Just Like This","0,00144","11","498","soft","816"
"296","115284","351","pop","-10109","95","12","Billie Eilish, Khalid","4","333","lovely (with Khalid)","0","4","934","soft","817"
"697","138992","74","pop","-4912","224","732","Sabrina Carpenter","4","34","Nonsense","0","8","268","soft","818"
"652","95977","825","pop","-3183","931","931","Ed Sheeran","4","802","Shape of You","0","1","581","soft","819"
"192","175212","369","pop","-12151","954","148","Zach Bryan","3","4","Something in the Orange","0,000835","4","555","soft","820"
"841","109021","635","pop","-5379","622","424","Bruno Mars","4","422","Just the Way You Are","0","5","134","soft","821"
"557","85043","358","pop","-7398","902","494","James Arthur","4","59","Say You Won't Let Go","0","10","695","soft","822"
"607","81001","684","pop","-8127","191","498","Miguel","4","1","Sure Thing","307","11","267","soft","823"
"448","9505","599","pop","-6312","106","168","Ed Sheeran","3","232","Perfect","0","8","163","soft","824"
"442","146277","557","pop","-7224","11","213","Coldplay","4","243","The Scientist","0,00146","5","731","soft","825"
"552","75881","346","pop","-6864","114","789","Adele","4","282","Skyfall","0","0","417","soft","826"
"822","167997","604","pop","-4833","147","288","Imagine Dragons","4","438","Thunder","134","0","672","soft","827"
"543","68534","359","pop","-7582","118","453","Taylor Swift","4","919","Lover","0,00158","7","492","soft","828"
"763","120042","695","pop","-3497","863","551","Post Malone","4","396","Circles","242","0","189","soft","829"
"425","102078","357","pop","-7301","322","27","Conan Gray","3","333","Heather","0","5","584","soft","830"
"741","15396","601","pop","-5569","415","441","Justin Bieber","4","478","Ghost","0,00291","2","185","soft","831"
"713","120032","742","pop","-5522","59","879","Maroon 5","4","303","Maps","0","1","205","soft","832"
"379","107989","614","pop","-1048","986","201","Ed Sheeran","4","476","Photograph","464","4","607","soft","833"
"754","149789","752","pop","-6684","486","755","Shawn Mendes","4","615","Stitches","0","1","151","soft","834"
"417","138178","209","pop","-874","113","124","Coldplay","4","338","Fix You","196","3","164","soft","835"
"603","97994","712","pop","-552","115","67","Luke Combs","4","262","Fast Car","0","8","186","soft","836"
"574","111881","459","pop","-4857","885","183","Lewis Capaldi","4","577","Before You Go","0","3","608","soft","837"
"648","96888","633","pop","-6645","161","49","Taylor Swift","4","62","Anti-Hero","0,000262","4","121","soft","838"
"776","77987","585","pop","-5898","3","427","Avril Lavigne","4","459","Complicated","0,000774","5","572","soft","839"
"585","139631","449","pop","-6761","833","212","Coldplay","4","268","Paradise","0,00875","5","509","soft","840"
"327","9105","775","pop","-7241","821","595","Maroon 5","4","557","Memories","0","11","841","soft","841"
"445","78998","781","pop","-6061","184","591","Ed Sheeran","4","295","Thinking out Loud","0","2","474","soft","842"
"638","79064","481","pop","-5862","154","497","Train","4","276","Drops of Jupiter (Tell Me)","0","0","153","soft","843"
"845","110056","671","pop","-493","329","775","Dua Lipa","4","48","Dance The Night - From Barbie The Album","0","11","207","soft","844"
"797","139994","704","pop","-5927","546","825","OneRepublic","4","475","I Ain't Worried","745","0","826","soft","845"
"628","103998","674","pop","-7079","944","552","P!nk","4","3","Try","0","2","144","soft","846"
"862","95051","712","pop","-4612","93","809","Maroon 5","4","378","This Love","0","5","525","soft","847"
"473","119992","765","pop","-5829","391","34","Lukas Graham","4","514","7 Years","0","10","287","soft","848"
"465","89087","449","pop","-8964","303","543","Giveon","3","791","Heartbreak Anniversary","0,000102","0","524","soft","849"
"798","116032","796","pop","-6312","952","942","Elton John, Dua Lipa, PNAU","4","317","Cold Heart - PNAU Remix","0,00419","1","34","soft","850"
"53","108038","63","pop","-7259","177","417","Meghan Trainor, John Legend","3","434","Like I'm Gonna Lose You (feat. John Legend)","0","0","4","soft","851"
"55","10119","551","pop","-5339","202","342","Stephen Sanchez, Em Beihold","3","286","Until I Found You (with Em Beihold) - Em Beihold Version","0","10","777","soft","852"
"663","1020","651","pop","-5569","994","465","Maroon 5","4","281","She Will Be Loved - Radio Mix","0","0","228","soft","853"
"401","111825","677","pop","-8467","116","195","Niall Horan","4","308","This Town","0","9","712","soft","854"
"699","114481","85","pop","-3292","32","915","Paul Russell","4","776","Lil Boo Thang","0","0","152","soft","855"
"764","169928","591","pop","-5484","103","478","The Kid LAROI, Justin Bieber","4","483","STAY (with Justin Bieber)","0","1","383","soft","856"
"45","178765","597","pop","-6658","382","537","Ariana Grande, Justin Bieber","3","418","Stuck with U (with Justin Bieber)","0","8","223","soft","857"
"82","144905","621","pop","-4865","104","452","Bruno Mars","4","367","Marry You","0","10","332","soft","858"
"174","112672","681","pop","-8745","983","231","Calum Scott","4","315","Dancing On My Own","0,00335","1","837","soft","859"
"488","13607","752","pop","-705","936","533","Halsey","4","705","Without Me","0,000092","6","293","soft","860"
"738","119976","721","pop","-477","118","637","Marshmello, Jonas Brothers","4","403","Leave Before You Love Me (with Jonas Brothers)","0,000441","7","226","soft","861"
"902","100012","673","pop","-2392","558","536","American Authors","4","346","Best Day Of My Life","227","2","591","soft","862"
"788","120076","748","pop","-7055","863","884","Maroon 5","4","334","Sugar","0","1","591","soft","863"
"657","10701","753","pop","-3061","112","437","Zedd, Maren Morris, Grey","4","449","The Middle","0","7","171","soft","864"
"342","102819","516","pop","-8985","21","993","Selena Gomez","4","425","Lose You To Love Me","0","4","55","soft","865"
"794","114066","601","pop","-5844","418","244","Mark Ronson, Miley Cyrus","4","671","Nothing Breaks Like a Heart (feat. Miley Cyrus)","0,000136","7","987","soft","866"
"673","203812","492","pop","-5431","137","488","Morgan Wallen","4","347","Last Night","0","6","413","soft","867"
"426","84876","674","pop","-9504","132","337","Lorde","4","122","Royals","0","7","12","soft","868"
"656","104036","638","pop","-5886","146","225","Leona Lewis","4","357","Bleeding Love","0","5","188","soft","869"
"825","94931","56","pop","-3862","161","268","Vanessa Carlton","4","379","A Thousand Miles","0","11","323","soft","870"
"792","119054","627","pop","-4311","845","415","Taylor Swift","4","31","Love Story (Taylor’s Version)","0,000397","2","13","soft","871"
"54","116947","759","pop","-6039","945","75","Shawn Mendes, Camila Cabello","4","287","Señorita","0","9","37","soft","872"
"683","159878","515","pop","-5099","392","572","Katy Perry","4","371","Wide Awake","0,000264","5","749","soft","873"
"444","15096","703","pop","-9331","973","712","Jason Mraz","4","417","I'm Yours","0","11","559","soft","874"
"719","112027","558","pop","-5113","115","371","The Calling","4","267","Wherever You Will Go","0","2","367","soft","875"
"495","129062","864","pop","-7036","992","72","Gotye, Kimbra","4","37","Somebody That I Used To Know","133","0","591","soft","876"
"706","92513","482","pop","-5762","105","144","Alicia Keys","4","607","Girl on Fire","106","9","135","soft","877"
"495","103375","694","pop","-14222","644","799","Amy Winehouse","4","329","You Know I'm No Good","351","9","137","soft","878"
"586","126684","553","pop","-6319","813","443","Dean Lewis","4","362","Be Alright","0","11","697","soft","879"
"903","74988","52","pop","-5497","254","652","BANNERS","4","42","Someone To You","0","2","517","soft","880"
"331","72023","459","pop","-12603","135","271","Duncan Laurence","3","421","Arcade","104","9","817","soft","881"
"714","175924","564","pop","-4987","155","33","Rachel Platten","4","129","Fight Song","0","7","549","soft","882"
"798","120012","719","pop","-4582","134","591","Katy Perry","4","361","Teenage Dream","0,000234","10","162","soft","883"
"588","113608","491","pop","-6177","906","193","P!nk","4","506","What About Us","0,000201","1","281","soft","884"
"71","89929","5","pop","-3015","329","419","Imagine Dragons","4","339","Demons","25","3","19","soft","885"
"445","50827","286","pop","-8087","114","278","Forest Blakk","4","347","If You Love Her","0","6","355","soft","886"
"415","114145","728","pop","-6852","616","455","Julia Michaels","4","639","Issues","0","8","401","soft","887"
"632","147873","494","pop","-689","869","797","Lauren Daigle","4","342","You Say","0","5","682","soft","888"
"473","75801","464","pop","-10086","109","604","JP Saxe, Julia Michaels","4","129","If the World Was Ending (feat. Julia Michaels)","0","1","866","soft","889"
"72","79983","508","pop","-5908","563","472","Beyoncé","4","628","Halo","0","11","272","soft","890"
"638","184086","378","pop","-5576","849","735","fun., Janelle Monáe","4","75","We Are Young (feat. Janelle Monáe)","0,00766","10","2","soft","891"
"549","9004","644","pop","-5415","134","167","Alicia Keys","4","285","No One","0,000885","1","209","soft","892"
"725","12328","49","pop","-3304","983","335","Amy Winehouse","4","392","Back To Black","0,00268","10","123","soft","893"
"63","89991","654","pop","-4644","111","43","Dan + Shay, Justin Bieber","4","259","10,000 Hours (with Justin Bieber)","0","10","153","soft","894"
"316","118582","398","pop","-7031","295","174","Andra Day","4","368","Rise Up","0","1","805","soft","895"
"922","130007","666","pop","-4645","867","758","Katy Perry","4","352","Part Of Me","0","5","348","soft","896"
"348","74541","349","pop","-6142","12","886","Christina Perri","4","316","jar of hearts","0","3","726","soft","897"
"787","117089","399","pop","-288","685","572","Sia","5","499","Chandelier","0,00607","1","197","soft","898"
"465","11381","6","pop","-4951","149","682","Zoe Wees","4","314","Control","0,000148","4","643","soft","899"
"698","143994","726","pop","-4165","309","867","Bruno Mars","4","431","Locked out of Heaven","0","5","49","throwback","900"
"587","186003","679","pop","-7015","137","486","The Weeknd, Daft Punk","4","276","Starboy","0,000635","7","141","throwback","901"
"669","112238","908","pop","-2827","237","662","Eminem","4","738","Without Me","0","7","286","throwback","902"
"652","95977","825","pop","-3183","931","931","Ed Sheeran","4","802","Shape of You","0","1","581","throwback","903"
"939","129024","671","pop","-3206","298","53","Pitbull, AFROJACK, Ne-Yo, Nayer","4","161","Give Me Everything (feat. Nayer)","0","8","191","throwback","904"
"902","84412","573","pop","-7638","928","876","a-ha","4","54","Take on Me","125","6","18","throwback","905"
"824","100024","778","pop","-5892","405","758","Shakira, Wyclef Jean","4","707","Hips Don't Lie (feat. Wyclef Jean)","0","10","284","throwback","906"
"791","105018","894","pop","-4699","388","583","USHER, Lil Jon, Ludacris","4","112","Yeah! (feat. Lil Jon & Ludacris)","0","2","183","throwback","907"
"866","128038","578","pop","-3804","257","619","WALK THE MOON","4","619","Shut Up and Dance","0","1","701","throwback","908"
"887","122509","532","pop","-3757","294","794","Bon Jovi","4","335","Livin' On A Prayer","206","0","778","throwback","909"
"783","12408","532","pop","-5697","161","643","Avicii","4","523","Wake Me Up","12","2","38","throwback","910"
"838","14304","774","pop","-3914","242","924","Britney Spears","4","114","Toxic","25","5","249","throwback","911"
"711","125135","692","pop","-7498","12","875","Eurythmics, Annie Lennox, Dave Stewart","4","317","Sweet Dreams (Are Made of This) - 2005 Remaster","0","0","225","throwback","912"
"837","120028","755","pop","-2718","289","714","Kesha","4","142","TiK ToK","0","2","991","throwback","913"
"76","99947","655","pop","-3669","299","409","Justin Bieber","4","45","Sorry","0","0","797","throwback","914"
"87","100804","543","pop","-6514","792","754","ABBA","4","428","Dancing Queen","939","9","358","throwback","915"
"823","128035","646","pop","-4123","322","418","Calvin Harris, Ellie Goulding","4","394","Outside (feat. Ellie Goulding)","0","2","213","throwback","916"
"807","114742","729","pop","-6492","319","765","Timbaland, Keri Hilson, D.O.E.","4","936","The Way I Are","75","6","181","throwback","917"
"963","129992","581","pop","-4087","139","788","Pitbull, Kesha","4","981","Timber","0","11","295","throwback","918"
"835","125983","527","pop","-5298","249","654","Avicii","4","433","The Nights","0","6","166","throwback","919"
"861","119963","663","pop","-3398","82","654","USHER, Pitbull","4","109","DJ Got Us Fallin' In Love (feat. Pitbull)","0","7","338","throwback","920"
"699","9296","759","pop","-5745","443","907","Britney Spears","4","307","...Baby One More Time","131","0","202","throwback","921"
"806","94948","843","pop","-5946","771","613","Outkast","4","269","Ms. Jackson","0","4","143","throwback","922"
"806","119001","851","pop","-4618","121","774","Lady Gaga","4","787","Poker Face","0,000172","4","119","throwback","923"
"802","124022","721","pop","-5797","694","724","Pitbull, Ne-Yo","4","583","Time of Our Lives","0","1","921","throwback","924"
"856","127949","596","pop","-3556","141","743","Calvin Harris","4","346","Summer","178","4","211","throwback","925"
"824","118818","709","pop","-8824","888","867","Whitney Houston","4","453","I Wanna Dance with Somebody (Who Loves Me)","307","1","207","throwback","926"
"869","159805","533","pop","-5093","136","425","The Chainsmokers, Daya","4","173","Don't Let Me Down","538","11","156","throwback","927"
"844","113324","788","pop","-3131","723","382","Britney Spears","4","334","Gimme More","678","2","25","throwback","928"
"803","10697","818","pop","-4282","153","632","Bruno Mars","4","797","24K Magic","0","1","34","throwback","929"
"799","120372","71","pop","-4897","349","725","Cyndi Lauper","4","328","Girls Just Want to Have Fun","602","6","22","throwback","930"
"834","13913","509","pop","-6205","732","774","Bryan Adams","4","386","Summer Of '69","0","2","183","throwback","931"
"795","8999","646","pop","-3293","267","796","Gym Class Heroes, Adam Levine","4","976","Stereo Hearts (feat. Adam Levine)","0","9","319","throwback","932"
"58","120021","782","pop","-6548","108","66","Carly Rae Jepsen","4","407","Call Me Maybe","0,000228","7","114","throwback","933"
"882","10204","742","pop","-2862","206","463","Sean Paul, Dua Lipa","4","117","No Lie","0","7","466","throwback","934"
"787","126062","604","pop","-3674","127","301","David Guetta, Sia","4","103","Titanium (feat. Sia)","15","0","679","throwback","935"
"583","1170","967","pop","-5562","519","964","Justin Timberlake, Timbaland","4","789","SexyBack (feat. Timbaland)","0","7","584","throwback","936"
"766","127966","744","pop","-6375","509","61","Black Eyed Peas","4","265","I Gotta Feeling","0","0","873","throwback","937"
"567","12502","845","pop","-8118","811","793","Justin Bieber","4","956","What Do You Mean?","142","5","59","throwback","938"
"669","122669","834","pop","-5582","535","547","Rihanna","4","637","Don't Stop The Music","0,00718","6","341","throwback","939"
"864","110009","768","pop","-6149","162","891","Spice Girls","4","324","Wannabe","0","11","101","throwback","940"
"761","128046","722","pop","-446","315","624","Maroon 5, Christina Aguilera","4","475","Moves Like Jagger - Studio Recording From ""The Voice"" Performance","0","11","119","throwback","941"
"834","95053","751","pop","-5444","355","894","Britney Spears","4","437","Oops!...I Did It Again","0,00177","1","3","throwback","942"
"501","144438","5","pop","-8284","26","623","Soft Cell","4","376","Tainted Love","0","0","462","throwback","943"
"739","11899","822","pop","-4541","181","745","Lady Gaga, Colby O'Donis","4","311","Just Dance","0,00428","1","264","throwback","944"
"857","128024","414","pop","-4078","343","348","Calvin Harris, John Newman","4","808","Blame (feat. John Newman)","574","0","287","throwback","945"
"574","12518","613","pop","-7961","38","755","50 Cent, Olivia","5","467","Candy Shop","0,00313","11","253","throwback","946"
"491","119528","749","pop","-9655","159","536","ABBA","4","403","Gimme! Gimme! Gimme! (A Man After Midnight)","899","10","2","throwback","947"
"84","129042","612","pop","-3145","116","438","Swedish House Mafia, John Martin","4","509","Don't You Worry Child - Radio Edit","0","11","112","throwback","948"
"815","123063","636","pop","-5098","163","636","Robin Schulz, Francesco Yates","4","581","Sugar (feat. Francesco Yates)","0","5","185","throwback","949"
"714","100972","892","pop","-6055","521","817","Justin Timberlake","4","141","Rock Your Body","234","4","201","throwback","950"
"814","124921","707","pop","-4509","168","717","Rihanna","4","577","Disturbia","0","11","861","throwback","951"
"917","132975","652","pop","-672","509","459","Cher","4","548","Believe","0","6","82","throwback","952"
"844","131459","729","pop","-8824","604","777","Elton John, Kiki Dee","4","344","Don't Go Breaking My Heart","0,000287","5","149","throwback","953"
"563","126007","766","pop","-7516","115","964","Kylie Minogue","4","339","Can't Get You out of My Head","683","9","263","throwback","954"
"6","12504","951","pop","-4675","712","822","Sean Paul","4","685","Temperature","0","0","106","throwback","955"
"726","121981","503","pop","-5456","895","529","Disclosure, Sam Smith","4","167","Latch","0,00798","1","159","throwback","956"
"736","127999","579","pop","-3863","198","613","Avicii","4","527","Waiting For Love","0","6","31","throwback","957"
"777","130003","73","pop","-5194","691","575","Jennifer Lopez, Pitbull","4","496","On The Floor","486","3","105","throwback","958"
"783","10539","554","pop","-5852","631","813","Dolly Parton","4","457","9 to 5","0,000154","6","416","throwback","959"
"551","92887","911","pop","-375","863","969","Mary J. Blige","4","45","Family Affair","0,00435","8","133","throwback","960"
"8","160078","647","pop","-5384","334","942","Taylor Swift","4","165","Shake It Off","0","7","647","throwback","961"
"64","99017","779","pop","-8415","101","499","Rihanna","4","159","Pon de Replay","766","7","155","throwback","962"
"808","126041","72","pop","-5627","634","869","Modjo","4","379","Lady - Hear Me Tonight","293","6","793","throwback","963"
"625","93764","798","pop","-9689","103","858","Ace of Base","4","548","All That She Wants","0,00798","11","547","throwback","964"
"86","127075","608","pop","-5324","262","437","Flo Rida, Sia","4","554","Wild Ones (feat. Sia)","0","5","991","throwback","965"
"811","116047","794","pop","-8966","101","862","Daft Punk, Pharrell Williams, Nile Rodgers","4","38","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","0,000107","6","426","throwback","966"
"889","12604","584","pop","-5941","309","464","Avicii","4","343","Levels - Radio Edit","828","1","462","throwback","967"
"654","117046","92","pop","-3051","36","847","Michael Jackson","4","401","Billie Jean","153","11","236","throwback","968"
"758","135956","673","pop","-3632","341","542","Pitbull, Christina Aguilera","4","158","Feel This Moment (feat. Christina Aguilera)","0","7","39","throwback","969"
"716","94379","535","pop","-5025","659","901","Joan Jett & the Blackhearts","4","431","I Love Rock 'N Roll","0","4","326","throwback","970"
"77","99165","646","pop","-6596","715","681","Beyoncé, JAY-Z","4","226","Crazy In Love (feat. Jay-Z)","0","2","249","throwback","971"
"927","123962","631","pop","-2787","148","465","Calvin Harris, Rihanna","4","332","This Is What You Came For","119","9","199","throwback","972"
"922","146078","641","pop","-4457","862","847","Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton","4","786","Can't Hold Us (feat. Ray Dalton)","0","2","291","throwback","973"
"716","125006","747","pop","-2457","251","751","Nicki Minaj","4","751","Starships","0","11","135","throwback","974"
"646","88634","867","pop","-4674","279","67","Blackstreet, Dr. Dre, Queen Pen","4","288","No Diggity","0","1","303","throwback","975"
"87","109901","597","pop","-1197","678","944","Katrina & The Waves","4","371","Walking On Sunshine","166","10","119","throwback","976"
"869","127966","616","pop","-3911","64","473","Flo Rida, David Guetta","4","327","Club Can't Handle Me (feat. David Guetta)","0","0","283","throwback","977"
"855","12005","67","pop","-3035","335","648","Pitbull, Chris Brown","4","499","International Love (feat. Chris Brown)","0","0","124","throwback","978"
"748","137547","749","pop","-7011","469","827","ABBA","4","323","Mamma Mia","443","2","295","throwback","979"
"738","117656","731","pop","-8125","214","958","The Human League","4","377","Don't You Want Me","0","9","184","throwback","980"
"83","11303","666","pop","-5715","191","702","Justin Timberlake","4","751","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","0","0","123","throwback","981"
"756","131715","802","pop","-10791","521","963","Earth, Wind & Fire, The Emotions","4","349","Boogie Wonderland","765","2","843","throwback","982"
"915","126094","544","pop","-3405","115","51","Calvin Harris, Alesso, Hurts","4","841","Under Control (feat. Hurts)","914","8","129","throwback","983"
"86","93989","737","pop","-2652","574","656","Daddy Yankee, Snow","4","593","Con Calma","0,000194","8","11","throwback","984"
"851","126885","722","pop","-3873","108","452","The Wanted","4","639","Glad You Came","0","7","319","throwback","985"
"809","98007","723","pop","-3081","565","274","Major Lazer, MØ, DJ Snake","4","625","Lean On (feat. MØ & DJ Snake)","123","7","346","throwback","986"
"89","128011","706","pop","-4444","306","684","Flo Rida","4","688","Good Feeling","286","1","588","throwback","987"
"593","119958","79","pop","-9204","65","72","Stromae","4","776","Alors on danse - Radio Edit","202","1","983","throwback","988"
"766","127975","735","pop","-4485","108","6","Rihanna, Calvin Harris","4","383","We Found Love","141","1","25","throwback","989"
"835","129981","572","pop","-6219","702","795","Van Halen","4","317","Jump - 2015 Remaster","377","0","171","throwback","990"
"872","12605","56","pop","-4269","371","682","Owl City, Carly Rae Jepsen","4","14","Good Time","0,000698","3","239","throwback","991"
"751","91031","706","pop","-6323","168","195","Iyaz","4","708","Replay","0","9","173","throwback","992"
"702","129948","686","pop","-5325","204","29","Ariana Grande, Zedd","4","455","Break Free","0,00446","7","637","throwback","993"
"861","12899","704","pop","-4221","992","636","Gala, Molella, Phil Jay","4","493","Freed From Desire - prod. Molella, Phil Jay","615","2","587","throwback","994"
"655","12249","572","pop","-7027","901","392","Irene Cara","4","344","Flashdance...What a Feeling - Radio Edit","0,000341","7","579","throwback","995"
"7","101875","85","pop","-649","244","724","Nelly, City Spud","4","478","Ride Wit Me","0,000166","7","607","throwback","996"
"807","17406","622","pop","-6752","306","892","Lou Bega","4","408","Mambo No. 5 (a Little Bit of...)","0","5","103","throwback","997"
"697","122746","613","pop","-8618","332","476","Daft Punk","4","133","One More Time","0","2","194","throwback","998"
"648","125035","869","pop","-8698","126","9","Earth, Wind & Fire","4","633","Let's Groove","0,00217","11","121","throwback","999"
"843","117662","529","pop","-6908","608","188","Europe","4","616","The Final Countdown","827","6","628","throwback","1000"
"832","107657","794","pop","-4862","203","871","Shakira","4","407","Whenever, Wherever","0,00114","1","237","throwback","1001"
"954","128016","627","pop","-4804","292","312","Alex Gaudino, Crystal Waters","4","425","Destination Calabria - Radio Edit","814","2","15","throwback","1002"
"853","108016","731","pop","-4219","268","605","Backstreet Boys","4","363","Everybody (Backstreet's Back) - Radio Edit","0","10","352","throwback","1003"
"842","111038","625","pop","-5285","181","26","Madonna","4","376","Like a Prayer","0,00212","5","264","throwback","1004"
"842","132032","706","pop","-3956","688","861","Katy Perry","4","417","Hot N Cold","0","7","0,00773","throwback","1005"
"928","172656","614","pop","-4806","845","879","*NSYNC","4","516","Bye Bye Bye","104","8","408","throwback","1006"
"741","107075","956","pop","-4753","615","911","Nelly","4","124","Hot In Herre","0","11","204","throwback","1007"
"675","107064","684","pop","-8123","242","924","ABBA","4","257","Take A Chance On Me","0","11","163","throwback","1008"
"879","129991","812","pop","-10998","365","962","Aqua","4","397","Barbie Girl","224","1","17","throwback","1009"
"711","110621","975","pop","-3904","799","815","Timbaland, Justin Timberlake, Nelly Furtado","4","632","Give It To Me","552","8","168","throwback","1010"
"772","128168","766","pop","-9362","183","919","Depeche Mode","4","353","Just Can't Get Enough","584","0","403","throwback","1011"
"535","103644","707","pop","-19793","884","641","Bee Gees","4","436","Stayin' Alive","615","10","113","throwback","1012"
"833","95487","715","pop","-5379","164","612","Mark Morrison","4","108","Return of the Mack","0","2","631","throwback","1013"
"821","118881","878","pop","-9875","183","947","Michael Jackson","4","89","Don't Stop 'Til You Get Enough","461","11","126","throwback","1014"
"862","128036","498","pop","-602","352","469","Guru Josh Project, Klaas","4","588","Infinity 2008 - Klaas Vocal Edit","918","7","313","throwback","1015"
"857","119975","56","pop","-4145","381","432","Olly Alexander (Years & Years)","4","384","King","0","4","594","throwback","1016"
"495","104409","737","pop","-13489","542","967","Frankie Valli & The Four Seasons","4","27","December, 1963 (Oh What a Night!)","0,000912","1","588","throwback","1017"
"699","122987","811","pop","-5211","148","733","Madcon, Ray Dalton","4","114","Don't Worry (with Ray Dalton) - Radio Edit","0,000138","7","726","throwback","1018"
"954","178043","425","pop","-3756","555","933","Ricky Martin","4","476","Livin' la Vida Loca","0","1","414","throwback","1019"
"599","119993","853","pop","-4756","759","843","Robin Thicke, T.I., Pharrell Williams","4","411","Blurred Lines","0,000793","7","334","throwback","1020"
"931","113026","753","pop","-4922","234","767","Madonna, Justin Timberlake, Timbaland","4","653","4 Minutes (feat. Justin Timberlake & Timbaland)","696","2","994","throwback","1021"
"837","126342","597","pop","-6518","839","447","Eric Prydz","4","375","Call on Me - Radio Mix","115","10","427","throwback","1022"
"713","115443","784","pop","-6865","904","97","The Emotions","4","339","Best of My Love","14","0","447","throwback","1023"
"985","12799","801","pop","-269","297","72","Bingo Players, Far East Movement","4","647","Get Up (Rattle) [feat. Far East Movement] - Vocal Edit","0,000686","7","205","throwback","1024"
"271","111485","898","pop","-12238","461","742","Prince","4","91","Kiss","138","7","135","throwback","1025"
"876","129884","666","pop","-3078","259","552","David Guetta, Flo Rida, Nicki Minaj","4","414","Where Them Girls At (feat. Nicki Minaj & Flo Rida)","0","3","55","throwback","1026"
"76","129996","702","pop","-3174","132","696","Katy Perry","4","684","I Kissed A Girl","0","5","226","throwback","1027"
"81","126052","572","pop","-5791","13","11","Lana Del Rey, Cedric Gervais","4","558","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","0,000653","1","157","throwback","1028"
"781","119977","751","pop","-3724","36","814","Taio Cruz","4","862","Dynamite","0","4","39","throwback","1029"
"952","122093","398","pop","-6042","1","584","Bruce Springsteen","4","61","Born in the U.S.A.","0,00775","4","373","throwback","1030"
"534","10817","877","pop","-6178","441","89","Will Smith","4","15","Miami","0,00167","1","339","throwback","1031"
"838","100021","832","pop","-5414","152","965","Mr. President","4","421","Coco Jamboo","0","1","791","throwback","1032"
"868","131468","704","pop","-5808","206","808","Patrick Hernandez","4","315","Born to Be Alive - The Original","0","2","834","throwback","1033"
"662","124149","729","pop","-7191","305","359","Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter","4","337","Music Sounds Better With You - Radio Edit","208","5","128","throwback","1034"
"937","132067","727","pop","-2871","91","749","PSY","4","286","Gangnam Style (강남스타일)","0","11","417","throwback","1035"
"736","130011","75","pop","-4168","265","355","LMFAO, Lauren Bennett, GoonRock","4","155","Party Rock Anthem","0","5","202","throwback","1036"
"859","124948","733","pop","-503","105","52","R3HAB, A Touch Of Class","4","33","All Around The World (La La La)","645","9","479","throwback","1037"
"786","96987","808","pop","-6897","574","899","Ace of Base","4","447","The Sign","701","4","928","throwback","1038"
"63","120016","875","pop","-3475","127","548","The Pussycat Dolls, Busta Rhymes","4","994","Don't Cha","0,000247","1","546","throwback","1039"
"517","133149","867","pop","-1322","864","862","MC Hammer","4","88","U Can't Touch This","343","11","449","throwback","1040"
"907","140982","518","pop","-3732","838","961","Billy Ocean","4","343","Love Really Hurts Without You","0,00115","5","221","throwback","1041"
"936","131986","729","pop","-7536","367","598","Rednex","4","776","Cotton Eye Joe","892","9","129","throwback","1042"
"828","123907","587","pop","-5108","331","493","Lady Gaga","4","161","Born This Way","0","11","327","throwback","1043"
"763","101965","72","pop","-4068","18","742","Clean Bandit, Sean Paul, Anne-Marie","4","523","Rockabye (feat. Sean Paul & Anne-Marie)","0","9","406","throwback","1044"
"748","125896","503","pop","-4124","343","356","Alesso, Tove Lo","4","619","Heroes (we could be)","0","5","305","throwback","1045"
"573","107363","684","pop","-123","306","716","Baltimora","4","261","Tarzan Boy","28","5","318","throwback","1046"
"805","127808","69","pop","-11522","95","799","Corona","4","336","The Rhythm of the Night","739","5","232","throwback","1047"
"732","146005","583","pop","-5729","269","277","Zara Larsson, MNEK","4","459","Never Forget You","0,000957","11","315","throwback","1048"
"792","116012","979","pop","-2784","102","583","Vanilla Ice","4","388","Ice Ice Baby","0,000771","2","25","throwback","1049"
"556","138978","531","pop","-6245","318","156","Chezile","3","252","Beanie","915","5","407","bedroom","1050"
"663","146053","634","pop","-6818","102","6","beabadoobee","4","331","the perfect pair","124","11","433","bedroom","1051"
"394","96192","421","pop","-8312","984","399","Rio Romeo","3","277","Nothing's New","0,000474","11","863","bedroom","1052"
"546","104996","742","pop","-7694","115","868","Clairo","4","315","Bags","38","1","172","bedroom","1053"
"486","1639","687","pop","-8673","115","792","HYBS","4","579","Tip Toe","126","11","587","bedroom","1054"
